userId,movieId,rating
8,356,3.0
8,364,5.0
8,380,5.0
8,454,4.0
8,480,4.0
8,527,5.0
8,586,3.0
8,587,3.0
8,590,5.0
8,592,3.0
8,593,4.0
8,597,3.0
9,1198,5.0
9,1270,5.0
9,5378,3.0
9,5445,4.0
9,5481,5.0
10,296,1.0
10,356,3.5
10,588,4.0
10,597,3.5
10,1028,0.5
10,1247,3.0
10,1307,3.0
10,1784,3.5
10,2571,0.5
10,2671,3.5
10,2762,0.5
10,2959,0.5
10,3578,4.0
10,4306,4.5
10,4447,4.5
10,4995,4.0
10,7153,4.0
10,7458,5.0
10,54286,3.5
10,56367,3.5
10,91529,5.0
10,106696,4.5
10,109487,0.5
11,6,5.0
11,110,5.0
11,150,5.0
11,153,3.0
11,165,3.0
11,292,4.0
11,318,4.0
11,349,5.0
11,356,5.0
11,380,4.0
11,434,3.0
11,466,3.0
11,480,4.0
11,589,4.0
11,593,5.0
11,736,4.0
11,780,4.0
11,1210,4.0
11,1573,3.0
11,1584,5.0
11,1586,4.0
11,1608,4.0
11,1704,4.0
11,1784,5.0
11,1923,4.0
11,2028,5.0
12,39,4.0
12,1405,3.0
13,47,5.0
13,597,3.0
13,1198,5.0
13,2571,5.0
13,3578,5.0
13,3624,4.0
13,3897,4.0
13,3977,3.0
13,3996,5.0
14,32,4.0
14,39,3.0
14,47,5.0
14,110,5.0
14,150,4.0
14,153,2.0
14,296,3.0
14,318,3.0
14,356,4.0
14,434,4.0
14,455,3.0
14,480,3.0
14,527,3.0
14,586,3.0
14,590,4.0
14,592,2.0
14,593,4.0
14,597,3.0
15,1,2.5
15,47,3.5
15,260,5.0
15,296,4.0
15,318,5.0
15,356,5.0
15,364,3.0
15,527,5.0
15,588,3.0
15,589,5.0
15,780,3.5
15,858,4.0
15,1196,5.0
15,1198,4.0
15,1210,5.0
15,1214,5.0
15,1240,4.0
15,1270,5.0
15,1527,3.0
15,1909,2.5
15,2028,3.5
15,2081,3.0
15,2571,4.0
15,2762,3.0
15,2959,2.5
15,3147,5.0
15,3499,4.0
15,3578,5.0
15,3949,4.0
15,4226,1.5
15,4306,3.0
15,4995,5.0
15,5445,4.0
15,6874,3.0
15,7438,3.0
15,33493,5.0
15,50872,3.0
15,56174,3.5
15,91529,2.0
15,109487,4.0
15,152081,3.0
16,47,3.5
16,260,3.0
16,296,3.0
16,318,4.0
16,356,3.5
16,527,4.0
16,593,3.0
16,608,4.5
16,750,4.5
16,858,2.5
16,904,3.5
16,1136,4.0
16,1196,3.0
16,1198,3.5
16,1203,4.0
16,1214,4.0
16,1230,4.0
16,1247,4.0
16,1617,3.5
16,1704,3.5
16,2571,3.5
16,2762,3.5
16,2959,3.5
16,3949,4.0
16,4226,4.5
16,4973,4.0
16,7153,3.5
16,7361,3.5
16,91529,4.5
17,1,4.5
17,47,4.0
17,110,4.5
17,150,3.5
17,260,5.0
17,296,5.0
17,318,5.0
17,356,5.0
17,480,4.5
17,527,4.5
17,589,4.5
17,590,4.5
17,592,4.5
17,593,4.5
17,750,4.5
17,780,4.0
17,858,5.0
17,904,4.0
17,1036,4.0
17,1196,5.0
17,1198,4.5
17,1210,5.0
17,1240,5.0
17,1259,4.0
17,1270,4.5
17,1405,4.0
17,1967,4.0
17,2005,4.0
17,2028,4.5
17,2571,5.0
17,2762,4.0
17,2959,4.5
17,3147,4.5
17,3949,4.5
17,4226,4.0
17,7153,4.5
18,1,3.5
18,6,4.0
18,32,4.0
18,34,2.5
18,47,4.5
18,70,3.5
18,104,2.5
18,110,4.5
18,165,4.0
18,235,4.5
18,260,4.0
18,296,4.0
18,318,5.0
18,329,4.0
18,356,4.5
18,364,3.0
18,380,2.5
18,435,2.0
18,442,3.0
18,466,2.5
18,480,3.5
18,527,4.5
18,586,3.5
18,588,3.5
18,589,4.5
18,590,4.0
18,593,4.5
18,608,4.5
18,780,4.0
18,858,4.0
18,904,4.5
18,908,4.0
18,924,4.0
18,1036,4.0
18,1080,4.5
18,1136,4.5
18,1196,4.0
18,1198,4.0
18,1203,5.0
18,1210,4.5
18,1214,4.0
18,1240,4.0
18,1245,4.0
18,1246,4.0
18,1247,4.5
18,1270,4.0
18,1356,4.5
18,1527,3.5
18,1608,3.0
18,1617,4.0
18,1682,3.0
18,1704,4.0
18,1784,3.5
18,1961,4.0
18,2028,4.0
18,2115,4.0
18,2268,4.0
18,2571,4.5
18,2683,2.5
18,2762,4.5
18,2959,4.5
18,3147,4.0
18,3253,3.0
18,3578,4.5
18,3949,4.5
18,4226,4.5
18,4306,4.0
18,4896,3.5
18,4963,4.0
18,4973,4.0
18,4995,4.5
18,5349,4.0
18,5418,4.0
18,5445,4.0
18,5481,3.0
18,5903,3.5
18,6365,3.5
18,6373,3.5
18,6539,4.5
18,6874,3.5
18,7153,4.5
18,7361,4.0
18,7438,3.5
18,32587,3.5
18,33004,3.0
18,38061,4.0
18,44191,4.5
18,44199,4.5
18,45517,3.5
18,50872,3.5
18,51540,4.5
18,54272,3.5
18,54286,4.0
18,59784,4.0
18,60684,3.5
18,76077,3.0
18,91529,4.0
18,103253,3.5
18,109487,4.5
18,111362,4.0
18,160438,3.0
19,1,4.0
19,3,3.0
19,32,4.0
19,34,4.0
19,47,3.0
19,48,1.0
19,70,2.0
19,104,2.0
19,153,2.0
19,165,3.0
19,185,2.0
19,186,2.0
19,235,4.0
19,252,3.0
19,260,4.0
19,316,2.0
19,329,2.0
19,333,2.0
19,353,5.0
19,356,2.0
19,364,3.0
19,380,3.0
19,410,2.0
19,434,3.0
19,435,2.0
19,442,3.0
19,455,2.0
19,466,3.0
19,480,2.0
19,520,2.0
19,586,3.0
19,587,3.0
19,588,3.0
19,589,5.0
19,592,5.0
19,597,3.0
19,736,2.0
19,852,4.0
19,904,5.0
19,924,3.0
19,1021,2.0
19,1028,2.0
19,1073,4.0
19,1097,5.0
19,1136,3.0
19,1196,4.0
19,1198,5.0
19,1210,3.0
19,1214,4.0
19,1240,4.0
19,1259,3.0
19,1269,4.0
19,1270,4.0
19,1278,4.0
19,1307,3.0
19,1333,3.0
19,1356,3.0
19,1359,3.0
19,1377,3.0
19,1405,2.0
19,1527,5.0
19,1573,4.0
19,1584,3.0
19,1617,4.0
19,1690,1.0
19,1722,3.0
19,1777,3.0
19,1784,2.0
19,1909,3.0
19,1923,4.0
19,1967,5.0
19,2003,3.0
19,2005,4.0
19,2078,2.0
19,2081,4.0
19,2105,3.0
19,2115,3.0
19,2248,3.0
19,2294,3.0
19,2302,3.0
19,2321,3.0
19,2355,3.0
19,2371,4.0
19,2394,3.0
19,2396,4.0
19,2406,3.0
19,2571,4.0
19,2628,3.0
19,2640,3.0
19,2642,1.0
19,2657,3.0
19,2683,3.0
19,2762,4.0
19,2791,2.0
19,2804,3.0
19,2959,5.0
19,3114,2.0
19,3253,2.0
19,3499,3.0
19,3534,2.0
19,3578,3.0
19,3623,2.0
19,3624,3.0
19,3671,3.0
19,3825,3.0
19,3826,1.0
20,34,4.0
20,48,5.0
20,364,5.0
20,586,3.0
20,588,5.0
20,914,4.5
20,1021,2.0
20,1028,4.5
20,1073,5.0
20,1097,5.0
20,1333,3.5
20,1722,3.0
20,2005,5.0
20,2006,2.0
20,2078,4.5
20,2081,5.0
20,2294,3.5
20,2355,4.0
20,2394,5.0
20,2657,5.0
20,2770,2.5
20,2804,5.0
20,3114,5.0
20,3157,3.0
20,3578,4.5
20,3623,3.0
20,3624,2.0
20,3897,4.5
20,3977,3.5
20,3996,3.5
20,4226,3.5
20,4306,5.0
20,4369,2.0
20,4447,3.0
20,4896,4.5
20,4979,4.0
20,4995,5.0
20,5254,3.0
20,5349,3.0
20,5378,4.0
20,5418,3.0
20,5445,4.5
20,5481,1.0
20,6365,4.0
21,1,3.5
21,48,3.0
21,165,3.5
21,260,4.5
21,296,3.5
21,356,4.5
21,364,4.0
21,435,1.0
21,480,4.0
21,586,2.5
21,588,4.0
21,589,3.5
21,592,3.5
21,597,4.0
21,780,3.5
21,858,2.5
21,1036,3.5
21,1196,4.5
21,1198,4.0
21,1210,4.5
21,1214,1.5
21,1230,2.5
21,1240,3.5
21,1270,5.0
21,1527,2.5
21,1573,2.5
21,1704,3.5
21,1722,5.0
21,1909,2.0
21,2006,2.5
21,2115,4.0
21,2355,3.0
21,2529,4.0
21,2571,4.0
21,2628,4.0
21,2671,4.0
21,2683,2.5
21,2762,0.5
21,2959,2.0
21,3114,3.5
21,3253,4.0
21,3578,2.5
21,3623,4.0
21,3633,4.5
21,3638,4.5
21,4306,4.0
21,4896,4.0
21,4963,4.5
21,4973,3.0
21,5254,3.0
21,5349,3.0
21,5378,4.0
21,5418,4.0
21,5445,4.5
21,5481,3.0
21,6365,3.5
21,6373,3.0
21,6539,4.0
21,6874,1.5
21,7153,1.5
21,7438,1.5
21,30816,3.0
21,32587,3.0
21,33004,4.5
21,33493,4.5
21,34048,3.5
21,41566,3.0
21,44191,2.5
21,50872,3.5
21,54286,4.0
21,59784,3.5
21,91529,3.5
21,91630,4.0
21,103253,3.0
21,106696,4.0
21,108190,3.5
21,109487,3.0
21,111362,3.5
21,152081,4.0
22,318,5.0
22,356,5.0
22,858,3.0
22,2160,4.0
22,2959,3.5
22,3578,4.0
22,3949,0.5
22,3996,4.5
22,4034,4.5
22,4226,3.0
22,4306,3.0
22,4979,3.5
22,4995,3.5
22,5418,3.5
22,6539,2.5
22,6874,4.0
22,7153,1.0
22,7361,3.5
22,7438,5.0
22,33004,1.0
22,44191,0.5
22,50872,1.5
22,51540,0.5
22,54286,2.5
22,56367,0.5
22,61323,0.5
23,6,4.0
23,32,3.5
23,296,3.5
23,300,3.0
23,454,2.5
23,608,3.5
23,750,3.0
23,858,3.5
23,904,3.5
23,924,4.0
23,1036,3.0
23,1080,3.5
23,1136,3.0
23,1203,3.0
23,1214,4.0
23,1245,3.5
23,1266,4.0
23,1617,3.5
23,3949,5.0
23,3996,3.5
23,4226,4.5
23,4973,3.5
23,6874,3.0
23,7438,3.0
24,6,4.5
24,32,3.5
24,165,3.5
24,296,4.0
24,316,3.5
24,318,4.5
24,356,4.5
24,593,4.5
24,608,4.0
24,780,3.5
24,1198,4.5
24,1220,3.5
24,1246,4.0
24,1527,4.0
24,1682,3.5
24,1704,4.0
24,1784,4.0
24,2028,4.0
24,2115,4.0
24,2571,4.0
24,3147,4.5
24,3578,4.0
24,4973,3.5
24,4995,3.5
24,5418,4.0
24,5445,3.0
24,5903,3.0
24,38061,4.0
24,44191,4.0
24,54286,4.0
24,91529,4.0
25,260,5.0
25,527,5.0
25,1198,5.0
25,2028,5.0
25,2571,5.0
25,3578,5.0
25,7153,5.0
25,91529,5.0
26,34,3.0
26,47,4.0
26,150,3.0
26,153,3.0
26,165,4.0
26,185,3.0
26,296,4.0
26,300,3.0
26,349,3.0
26,356,3.0
26,380,3.0
26,434,2.0
26,454,4.0
26,592,4.0
26,593,4.0
27,1,3.0
27,34,5.0
27,48,4.0
27,260,4.0
27,316,4.0
27,356,5.0
27,364,4.0
27,455,3.0
27,480,4.0
27,590,4.0
27,736,3.0
27,780,3.0
27,924,2.0
27,1021,4.0
27,1097,5.0
27,1196,4.0
27,1198,5.0
27,1210,4.0
27,1247,2.0
27,1250,4.0
27,1270,5.0
27,1356,3.0
27,1584,4.0
27,2115,4.0
27,2294,2.0
27,2355,3.0
27,2406,4.0
27,2529,4.0
27,2628,5.0
27,2640,4.0
27,3114,4.0
27,3157,3.0
28,6,3.5
28,32,3.5
28,47,3.0
28,110,3.5
28,260,4.0
28,296,4.5
28,300,2.0
28,316,4.0
28,318,3.5
28,345,4.0
28,349,3.0
28,353,3.0
28,356,4.0
28,442,1.0
28,480,2.5
28,527,3.0
28,589,4.5
28,590,4.0
28,592,2.5
28,593,2.5
28,608,3.0
28,736,2.5
28,780,3.0
28,858,4.5
28,924,3.0
28,1036,2.0
28,1080,3.5
28,1136,3.5
28,1196,4.0
28,1198,2.5
28,1210,4.0
28,1214,3.5
28,1230,2.0
28,1240,4.5
28,1245,3.5
28,1266,4.5
28,1356,3.5
28,1527,4.5
28,1584,3.5
28,1608,2.0
28,1617,3.0
28,1682,1.5
28,1704,3.0
28,2028,3.5
28,2105,4.0
28,2268,3.0
28,2571,4.0
28,2628,4.0
28,2683,2.5
28,2762,3.0
28,2959,3.5
28,3147,2.5
28,3256,2.5
28,3499,3.0
28,3578,4.0
28,3916,3.5
28,3949,2.0
28,3996,2.5
28,4034,3.0
28,4226,3.5
28,4995,3.0
28,5349,3.5
28,5378,4.0
28,5418,3.5
28,5445,3.5
28,5903,3.0
28,6365,3.5
28,6539,2.0
28,6874,4.0
28,7153,3.5
28,7361,2.5
28,7438,4.0
28,7458,4.0
28,32587,3.5
28,33004,3.0
28,33166,2.0
28,33493,4.0
28,34048,3.5
28,38061,4.5
28,41566,2.5
28,44191,3.0
28,44195,4.5
28,44199,2.0
28,48738,3.0
28,51540,2.0
28,54286,4.0
28,56174,4.0
28,56367,2.5
28,60684,4.0
28,61323,2.5
29,150,4.0
29,165,4.0
29,296,3.5
29,316,4.0
29,318,4.5
29,356,4.5
29,750,4.5
29,780,4.0
29,858,4.5
29,904,4.5
29,914,4.0
29,924,5.0
29,953,5.0
29,1136,4.0
29,1198,4.5
29,1204,4.5
29,1250,5.0
29,1270,4.0
29,1617,5.0
29,2028,5.0
29,3578,5.0
29,51540,4.0
29,56174,4.0
29,111362,4.5
30,110,5.0
30,260,5.0
30,318,5.0
30,589,3.5
30,1036,4.0
30,1196,5.0
30,1198,5.0
30,1210,5.0
30,1240,3.5
30,2571,5.0
30,7153,5.0
30,91529,5.0
30,109487,5.0
31,1,5.0
31,165,4.0
31,588,5.0
31,736,4.0
31,780,4.0
31,852,4.0
31,1036,5.0
31,1073,4.0
31,1136,3.0
31,1196,4.0
31,1198,4.0
31,1214,4.0
31,1240,4.0
31,1246,3.0
31,1270,4.0
31,1278,5.0
31,1356,4.0
31,1393,3.0
31,1405,1.0
32,1,3.0
32,3,3.0
32,6,3.0
32,32,4.0
32,39,3.0
32,153,3.0
32,252,3.0
32,260,5.0
32,296,5.0
32,318,5.0
32,345,5.0
32,353,3.0
32,410,3.0
32,527,4.0
32,592,5.0
32,593,5.0
32,608,5.0
32,736,3.0
32,780,3.0
32,786,3.0
32,852,4.0
32,1036,5.0
32,1073,5.0
32,1080,3.0
32,1196,4.0
32,1198,5.0
32,1356,4.0
32,1393,4.0
33,1,3.0
33,32,3.0
33,34,3.0
33,39,5.0
33,110,5.0
33,150,3.0
33,296,5.0
33,300,3.0
33,318,4.0
33,345,4.0
33,356,5.0
33,527,5.0
33,588,5.0
33,589,4.0
33,593,5.0
33,608,4.0
33,914,5.0
33,1060,5.0
33,1210,5.0
33,1245,5.0
33,1393,4.0
33,1617,5.0
33,1682,4.0
33,1704,5.0
33,1777,4.0
33,1784,2.0
33,1923,5.0
33,2028,5.0
33,2268,4.0
33,2294,3.0
33,2302,3.0
33,2355,5.0
33,2396,4.0
33,2571,5.0
33,2762,4.0
34,70,3.5
34,110,0.5
34,318,4.0
34,356,4.0
34,589,3.5
34,780,3.0
34,1036,2.5
34,1527,4.5
34,1682,2.5
34,2006,4.5
34,2571,3.0
34,2628,3.5
34,2671,3.0
34,2762,3.0
34,2959,4.0
34,3624,4.0
34,3977,4.5
34,3996,5.0
34,4226,4.5
34,4306,3.5
34,4369,3.0
34,4447,4.0
34,4973,4.0
34,5349,5.0
34,5378,4.0
34,6539,5.0
34,6874,5.0
34,7438,4.5
35,39,3.0
35,150,5.0
35,185,5.0
35,235,4.0
35,252,4.0
35,300,4.0
35,316,3.0
35,590,5.0
35,592,4.0
36,318,4.0
36,904,3.5
36,908,3.5
36,1278,2.5
36,1617,4.5
36,1704,3.0
36,2302,1.5
36,2406,3.0
36,3897,4.5
36,4995,1.0
37,150,5.0
37,153,3.0
37,165,5.0
37,292,4.0
37,296,5.0
37,316,5.0
37,318,4.0
37,329,3.0
37,349,4.0
37,356,4.0
37,380,2.0
37,590,4.0
37,592,3.0
37,593,5.0
37,1073,4.0
38,39,3.0
38,48,3.0
38,110,5.0
38,150,4.0
38,153,3.0
38,235,4.0
38,252,2.0
38,292,3.0
38,296,3.0
38,300,4.0
38,318,5.0
38,329,3.0
38,356,3.0
38,364,2.0
38,380,3.0
38,410,3.0
38,434,2.0
38,435,2.0
38,454,4.0
38,466,3.0
38,480,3.0
38,527,5.0
38,586,3.0
38,588,3.0
38,590,4.0
38,592,4.0
38,593,3.0
38,597,2.0
38,736,2.0
39,32,3.0
39,47,3.0
39,260,5.0
39,296,5.0
39,364,4.0
39,588,4.0
39,589,4.0
39,592,4.0
39,593,5.0
39,608,5.0
39,858,4.0
39,908,3.0
39,924,2.0
39,1036,4.0
39,1073,3.0
39,1097,4.0
39,1136,4.0
39,1196,5.0
39,1198,4.0
39,1210,5.0
39,1214,5.0
39,1270,4.0
39,1527,2.0
39,1584,5.0
39,1617,2.0
39,1967,4.0
39,2078,3.0
39,2081,2.0
39,2529,4.0
39,2571,5.0
39,2762,5.0
40,1,5.0
40,34,5.0
40,48,2.0
40,104,1.0
40,110,4.0
40,150,5.0
40,153,3.0
40,165,4.0
40,186,3.0
40,235,4.0
40,252,4.0
40,292,3.0
40,296,5.0
40,300,5.0
40,316,3.0
40,318,5.0
40,329,3.0
40,353,3.0
40,364,5.0
40,380,3.0
40,410,3.0
40,434,3.0
40,435,3.0
40,454,4.0
40,588,4.0
40,590,4.0
40,592,4.0
41,47,3.5
41,296,5.0
41,356,2.0
41,380,0.5
41,593,4.0
41,597,3.0
41,608,4.0
41,750,2.0
41,924,2.0
41,1097,3.0
41,1214,0.5
41,1225,4.5
41,1259,5.0
41,1307,3.5
41,1584,2.0
41,1682,3.0
41,1704,3.0
41,1777,2.5
41,1784,4.0
41,1961,4.0
41,2028,2.0
41,2115,2.0
41,2160,5.0
41,2268,2.5
41,2571,2.0
41,2671,3.0
41,2959,4.0
41,3160,4.0
41,3578,4.0
41,3916,0.5
41,3949,4.0
41,3996,3.5
41,4034,3.5
41,4226,4.0
41,4306,3.0
41,4890,3.0
41,4963,3.0
41,4973,4.0
41,4979,2.5
41,5418,2.0
41,6373,4.0
41,6539,3.0
41,6874,5.0
41,7361,4.0
41,7438,5.0
41,33166,4.0
41,50872,4.0
41,54272,4.0
41,54286,3.5
41,56367,2.5
41,61323,3.0
41,91529,1.0
42,3,4.0
42,47,4.0
42,104,4.0
42,110,4.0
42,150,5.0
42,153,2.0
42,165,2.0
42,185,4.0
42,186,4.0
42,227,4.0
42,252,4.0
42,260,5.0
42,292,3.0
42,296,5.0
42,316,2.0
42,318,4.0
42,333,5.0
42,349,4.0
42,353,2.0
42,356,5.0
42,364,4.0
42,380,3.0
42,410,2.0
42,433,4.0
42,434,4.0
42,442,4.0
42,466,2.0
42,520,2.0
42,527,4.0
42,586,2.0
42,590,4.0
42,592,3.0
42,593,5.0
42,597,5.0
42,780,2.0
42,858,5.0
42,924,5.0
42,1021,2.0
42,1036,4.0
42,1060,5.0
42,1097,4.0
42,1196,3.0
42,1210,5.0
42,1245,5.0
42,1246,5.0
42,1266,3.0
42,1270,4.0
42,1307,4.0
42,1393,4.0
42,1573,4.0
42,1608,4.0
42,1617,2.0
42,1682,3.0
42,1704,5.0
42,1722,5.0
42,1726,2.0
42,1784,5.0
42,1923,4.0
42,1961,4.0
42,2028,5.0
42,2081,5.0
42,2105,2.0
42,2115,4.0
42,2268,4.0
42,2294,3.0
42,2302,4.0
42,2371,5.0
42,2406,3.0
42,2571,5.0
42,2628,3.0
42,2671,4.0
42,2683,4.0
42,2770,2.0
42,2791,5.0
42,2804,4.0
42,2959,3.0
42,3253,4.0
42,3256,4.0
42,3534,3.0
42,3578,3.0
42,3977,3.0
42,3987,2.0
42,4034,5.0
43,1,5.0
43,3,5.0
43,34,5.0
43,47,4.0
43,48,5.0
43,110,3.0
43,150,5.0
43,153,5.0
43,165,5.0
43,185,4.0
43,292,5.0
43,296,3.0
43,300,3.0
43,316,4.0
43,318,4.0
43,329,5.0
43,343,4.0
43,349,3.0
43,356,5.0
43,364,5.0
43,380,3.0
43,410,4.0
43,434,5.0
43,435,5.0
43,442,5.0
43,454,4.0
43,480,4.0
43,520,5.0
43,587,5.0
43,588,5.0
43,589,5.0
43,590,4.0
43,592,5.0
43,597,5.0
43,631,5.0
43,1073,5.0
43,1356,5.0
44,1,3.0
44,3,3.0
44,6,3.0
44,104,4.0
44,260,5.0
44,736,2.0
44,737,5.0
44,780,3.0
44,786,2.0
44,852,4.0
44,1210,5.0
44,1393,4.0
44,1405,4.0
45,1,4.0
45,6,4.0
45,32,4.5
45,39,3.0
45,69,3.0
45,70,4.0
45,104,5.0
45,110,5.0
45,150,5.0
45,165,5.0
45,185,3.0
45,186,3.5
45,252,4.0
45,260,5.0
45,292,4.0
45,296,5.0
45,316,4.0
45,329,4.0
45,333,4.0
45,356,5.0
45,364,5.0
45,380,4.0
45,435,3.0
45,466,3.0
45,480,4.0
45,520,4.0
45,586,3.0
45,587,2.0
45,588,5.0
45,589,5.0
45,590,4.0
45,593,4.0
45,597,3.0
45,780,3.0
45,852,4.0
45,858,5.0
45,924,4.0
45,1021,2.0
45,1028,4.0
45,1036,3.0
45,1060,5.0
45,1073,4.0
45,1080,4.0
45,1097,5.0
45,1136,5.0
45,1196,5.0
45,1198,4.0
45,1210,5.0
45,1225,4.0
45,1240,3.0
45,1246,5.0
45,1259,3.0
45,1270,3.5
45,1307,3.0
45,1356,4.0
45,1377,2.0
45,1393,5.0
45,1527,4.0
45,1573,5.0
45,1584,5.0
45,1608,4.0
45,1682,4.0
45,1704,5.0
45,1777,4.0
45,1784,4.0
45,1909,4.0
45,1923,5.0
45,1961,4.0
45,2005,3.0
45,2006,5.0
45,2028,5.0
45,2078,5.0
45,2081,5.0
45,2105,3.0
45,2115,4.5
45,2268,5.0
45,2302,3.0
45,2355,5.0
45,2396,4.0
45,2571,5.0
45,2628,4.0
45,2657,5.0
45,2683,4.0
45,2762,5.0
45,2791,4.0
45,2804,3.0
45,2959,5.0
45,3114,5.0
45,3147,5.0
45,3253,4.0
45,3268,1.0
45,3534,4.0
45,3578,5.0
45,3897,3.0
45,3996,5.0
45,4034,4.0
45,4306,5.0
45,4369,5.0
45,4896,4.0
45,4963,5.0
45,4979,3.0
45,5349,5.0
45,5378,5.0
45,5418,5.0
45,5445,4.0
45,5481,4.0
45,6365,5.0
45,6373,4.0
45,6539,5.0
45,33004,4.0
45,33493,5.0
45,50872,5.0
45,54272,5.0
45,54286,4.5
46,1,5.0
46,32,4.0
46,39,3.0
46,110,5.0
46,153,4.0
46,165,4.0
46,185,4.0
46,292,5.0
46,300,3.0
46,316,4.0
46,318,4.0
46,349,3.0
46,364,5.0
46,380,5.0
46,434,4.0
46,435,3.0
46,454,5.0
46,588,5.0
46,590,5.0
46,592,3.0
46,593,5.0
47,47,3.0
47,150,3.0
47,318,4.0
47,356,4.5
47,587,4.0
47,590,3.5
47,593,2.0
47,597,3.0
47,1021,2.0
47,1097,4.0
47,1203,2.5
47,1259,3.0
47,1393,2.5
47,1961,4.0
47,2028,4.0
47,2671,2.0
47,2762,3.0
47,2959,2.0
47,3147,5.0
47,3949,1.0
47,6373,2.0
47,33166,4.5
48,48,4.0
48,780,3.5
48,1356,4.5
48,1527,4.0
48,1584,4.5
48,1690,4.5
48,2081,4.5
48,2115,5.0
48,2571,5.0
48,2791,2.5
48,3623,2.5
48,5349,4.0
48,5445,4.5
48,5903,4.0
49,110,4.0
49,318,4.0
